Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
1440922,"Cho thuê phòng trọ mới xây diện tích 20m2 giá 2,5 triệu/ tháng ",2.5,20.0,Gò Vấp,Hồ Chí Minh,06/03/2019 
1441101,"Tìm nam ở ghép 1014 đường Cách Mạng Tháng Tám, Phường 5, quận Tân Bình",1.5,12.0,Tân Bình,Hồ Chí Minh,07/03/2019 
1441620,"Cho thuê phòng quận 5 không chung chủ, giao chìa khoá riêng, 431/8 Phan Văn Trị",1.5,22.0,Quận 5,Hồ Chí Minh,12/03/2019 
1441771,"Cho thuê phòng trọ khu vực quận 12, yên tĩnh, gần chợ, trường học,diện tích 12m2",1.4,12.0,Quận 12,Hồ Chí Minh,12/03/2019 
1441960,"Cho thuê phòng trọ giá rẻ quận 8, khu vực an ninh diện tích 60m2",2.0,60.0,Quận 8,Hồ Chí Minh,13/03/2019 
1441974,"Cho thuê phòng trọ 301/21 đường Bình Long, phường Bình Hưng Hòa A, quận Bình Tân",2.0,12.0,Bình Tân,Hồ Chí Minh,13/03/2019 
1442304,Cho thuê phòng trong nhà nguyên căn quận Bình Thạnh giờ giấc tự do,3.2,15.0,Bình Thạnh,Hồ Chí Minh,15/03/2019 
1442344,"Cho thuê phòng trọ tại đường Dương Tử Giang, Phường 14, Quận 5, Hồ Chí Minh",4.0,30.0,Quận 5,Hồ Chí Minh,16/03/2019 
1442380,"Chính chủ cho thuê phòng tại số 50/11 Trường Sơn , Phường 2 , Tân Bình ",4.0,20.0,Tân Bình,Hồ Chí Minh,16/03/2019 
1442395,"Chính chủ cho thuê nhà tại số 37/23/20 Hồ Văn Long , Bình Hưng Hòa B, Bình Tân",7.0,150.0,Bình Tân,Hồ Chí Minh,16/03/2019 
1442456,"Cho thuê phòng ở Nhà Bè,mặt tiền,24m2, tiện ích xung quanh đầy đủ",6.0,24.0,Nhà Bè,Hồ Chí Minh,16/03/2019 
1442494,"Cho thuê phòng trọ giá rẻ 800,000/tháng quận Bình Tân, Hồ Chí Minh",0.8,15.0,Bình Tân,Hồ Chí Minh,17/03/2019 
1442550,"Cho thuê chung cư Q8 giá rẻ nhà mới diện tích 49m2 giá chỉ 6,5 tr",6.5,49.0,Quận 8,Hồ Chí Minh,18/03/2019 
1442554,"Cho thuê phòng trọ ở lầu 2, phường 7, quận 10, TP HCM.",2.0,12.0,Quận 10,Hồ Chí Minh,18/03/2019 
1442634,"Cho thuê phòng tiện nghi cao cấp giáp ranh Q1, giá chỉ từ 4,5tr/tháng",4.5,26.0,Bình Chánh,Hồ Chí Minh,18/03/2019 
1442676,Phòng trọ cho thuê quận 6 gần chợ lớn. Giá thuê 2tr3/tháng,2.3,20.0,Quận 6,Hồ Chí Minh,18/03/2019 
1442702,"Phòng trọ diện tích 24m2 ,3tr5 full nội thất quận Tân Bình",3.5,24.0,Tân Bình,Hồ Chí Minh,18/03/2019 
1443082,"Phòng cho thuê full nội thất, miễn phí giữ xe, giá 3.2 triệu- 4 triệu ",3.0,20.0,Tân Phú,Hồ Chí Minh,20/03/2019 
1443085,"Tìm nữ ở ghép đường đường Ấp Bắc, Phường 13, Tân Bình, phòng 2tr8, dt20m2",2.8,20.0,Tân Bình,Hồ Chí Minh,20/03/2019 
1443194,"Cho thuê phòng trọ mới đường Nguyễn Kiệm, phường 3, Quận Gò Vấp, TP.HCM",3.0,29.0,Gò Vấp,Hồ Chí Minh,21/03/2019 
1443237,"Phòng KTX máy lạnh 450k/tháng , Phước Kiển, huyện Nhà Bè",0.45,35.0,Nhà Bè,Hồ Chí Minh,21/03/2019 
1443335,"Cho thuê nhà diện tích 34m2 Ngô Tất Tố, Bình Thạnh, HCM ( lầu 1)",3.5,34.0,Bình Thạnh,Hồ Chí Minh,22/03/2019 
1443423,"Phòng trọ 30m2, 2,3 triệu/tháng, khu dân cư Nam Hùng Vương-Bình Tân-HCM.",2.3,30.0,Bình Tân,Hồ Chí Minh,22/03/2019 
1443550,"Cho thuê phòng cao cấp ở trung tâm quận 1 đầy đủ tiện nghi, giá rẻ",6.0,45.0,Quận 1,Hồ Chí Minh,23/03/2019 
1443570,"Cho thuê phòng trọ KTX full đồ đường Cộng Hòa, Bình Tân, 900k/tháng",0.9,20.0,Tân Bình,Hồ Chí Minh,23/03/2019 
1443656,"Cho thuê phòng đầy đủ tiện nghi Phường 13, quận Tân Bình, Hồ Chí Minh",3.6,14.0,Tân Bình,Hồ Chí Minh,24/03/2019 
1443662,"Tìm nữ ở ghép đường 7, phường Tân Tạo A, quận Bình Tân, Hồ Chí Minh",1.5,16.0,Bình Tân,Hồ Chí Minh,24/03/2019 
1443686,"Cho thuê phòng trọ 36m2 giá 3tr/tháng tại Thủ Đức, Hồ Chí Minh",3.0,36.0,Thủ Đức,Hồ Chí Minh,25/03/2019 
1443742,"Phòng trọ mới xây 24m2, có ban công tại P. Sơn Kỳ giá 2,95tr/tháng",2.95,24.0,Tân Phú,Hồ Chí Minh,25/03/2019 
1443857,"Ký túc xá cao cấp dành cho sinh viên - Hubb, 215/4 Nguyễn Xí, P13, Bình Thạnh",1.8,90.0,Bình Thạnh,Hồ Chí Minh,26/03/2019 
1443882,"Cần tìm gấp 1 nữ ở ghép, bao điện nước giá 1tr3/tháng",1.3,30.0,Phú Nhuận,Hồ Chí Minh,26/03/2019 
1444136,"Cho hộ gia đình thuê trọ hẻm 185 đường Ngô Chí Quốc, phường Bình Chiểu, Thủ Đức",5.0,100.0,Thủ Đức,Hồ Chí Minh,27/03/2019 
1444922,Cho thuê phòng trọ đẹp giá rẻ tiện nghi ở KDC Nam Long q7,2.6,20.0,Quận 7,Hồ Chí Minh,01/04/2019 
1445004,"Cho thuê phòng trọ đường Trần Thánh Tông, Phường 15, quận Tân Bình, Hồ Chí Minh",5.0,40.0,Tân Bình,Hồ Chí Minh,01/04/2019 
1445056,"Cho thuê trọ Quận 7 phí sau chợ Tân Mỹ, diện tích 20m2",2.9,20.0,Quận 7,Hồ Chí Minh,01/04/2019 
1445201,"Cho thuê phòng tại Trần Hưng Đạo, Phường Cầu Kho, Quận 1 LH: 0939243672",10.0,50.0,Quận 1,Hồ Chí Minh,02/04/2019 
1445258,"Cho nữ thuê phòng trọ mới hoàn thiện đường Xóm Chiếu, Q.4, 2.5tr/tháng",2.5,10.0,Quận 4,Hồ Chí Minh,02/04/2019 
1445890,Cho thuê phòng diện tích 24m2 ở công viên cầu kinh,4.0,25.0,Bình Thạnh,Hồ Chí Minh,05/04/2019 
1445962,"Cho thuê nhà trọ đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",2.0,12.0,Quận 3,Hồ Chí Minh,06/04/2019 
1446015,"Cho thuê phòng 30m2 , phò có ban công, giờ tự do không chung chủ",3.5,30.0,Tân Bình,Hồ Chí Minh,06/04/2019 
1446391,"Cho thuê phòng trọ 134/39 đường Nguyễn Thị Thập, phường Bình Thuận, Quận 7",3.0,20.0,Quận 7,Hồ Chí Minh,09/04/2019 
1446484,"Cho thuê nhà tại hẻm 861 Trần Xuân Soạn, phường Tân Hưng, Quận 7",6.5,90.0,Quận 7,Hồ Chí Minh,09/04/2019 
1446486,"Cho thuê phòng có máy lạnh, giường, nệm phường Tây Thạnh, quận Tân Phú",2.5,15.0,Tân Phú,Hồ Chí Minh,09/04/2019 
1446554,Cho thuê phòng mới xây 71/2/60 đường Nguyễn Bặc giá từ 4 triệu đến 6 triệu,4.0,14.0,Tân Bình,Hồ Chí Minh,10/04/2019 
1446752,"Cho thuê phòng 268 Quang Trung, Gò Vấp, full nội thất, giá rẻ",4.2,25.0,Gò Vấp,Hồ Chí Minh,11/04/2019 
1446838,"Phòng trọ cho gia đình 30m2, P. An Lạc-Bình Tân-TP.HCM- 2.3tr./tháng",2.3,30.0,Bình Tân,Hồ Chí Minh,10/10/2021 
1447177,"Cho thuê phòng đường Hồ Đắc Di, phường Tây Thạnh, Tân Phú, Hồ Chí Minh",2.5,30.0,Tân Phú,Hồ Chí Minh,15/04/2019 
1447284,"Cho thuê phòng trọ hẻm 63 Quang trung phường10, Gò Vấp",1.5,16.0,Gò Vấp,Hồ Chí Minh,16/04/2019 
1449205,Phòng trọ đẹp 35m2 Quận 3 Gần khu vui chơi thỏ trắng,4.5,35.0,Quận 3,Hồ Chí Minh,28/04/2019 
1449212,Cho thuê phòng trọ quận Tân Bình gần ngã tư Bảy Hiền,5.0,30.0,Tân Bình,Hồ Chí Minh,29/04/2019 
1449272,Phòng trọ đường Phạm Văn Đồng - Phan Văn Trị - Bình Thạnh,2.0,25.0,Bình Thạnh,Hồ Chí Minh,30/04/2019 
1449316,"Cho thuê phòng trọ quận 4, đường Tôn Thất Thuyết diện tích 36m2",3.5,36.0,Quận 4,Hồ Chí Minh,01/05/2019 
1449493,"Tìm 1 bạn nữ ở ghép, Phước Long A, Q9, giá 700k/th",0.7,50.0,Quận 9,Hồ Chí Minh,02/05/2019 
1449665,"Cho thuê mặt bằng hoặc nhà nguyên căn MT Nguyễn Thái Học,Q.1, giá tốt",28.0,88.0,Quận 1,Hồ Chí Minh,03/05/2019 
1449707,"Nhà cho thuê chính chủ, gần ĐH Văn Lang, chợ Bến Cát, siêu thị, trường học",3.0,18.0,Gò Vấp,Hồ Chí Minh,03/05/2019 
1449940,"Cho thuê phòng 519/79 Âu Cơ, giá 2,8 triệu, có điều hòa, ban công rộng",2.8,25.0,Tân Phú,Hồ Chí Minh,05/05/2019 
1449954,Cho thuê phòng trọ quân Tân Phú 12m2 đường Trần Hưng Đạo,2.0,12.0,Tân Phú,Hồ Chí Minh,05/05/2019 
1450255,"Chính chủ cần cho thuê phòng tại Hẻm 95 Lê Văn Lương, Q.7, TP HCM",5.5,35.0,Quận 7,Hồ Chí Minh,07/05/2019 
1450302,Cho thuê phòng Quận 10 full nội thất đường Sư Vạn Hạnh,4.8,15.0,Quận 10,Hồ Chí Minh,07/05/2019 
1450314,"Cho thuê phòng khép kín, có máy lạnh, gần siêu thị Lottle Mart, Quận 7",3.0,15.0,Quận 7,Hồ Chí Minh,07/05/2019 
1450703,"Cho thuê phòng trọ 27m2 đường Nguyễn Khoái, Phường 2, quận 4, Hồ Chí Minh",3000000.0,27.0,Quận 4,Hồ Chí Minh,09/05/2019 
1451081,"Nhà cho thuê nguyên căn sát Q.1, giá 7 triệu/tháng Bình Thạnh,Thị Nghè",7.0,80.0,Bình Thạnh,Hồ Chí Minh,10/05/2019 
1451218,"Phòng trọ Quận Tân Bình, Phường 13, gần Etown, chợ Hoàng Hoa Thám, có gác lửng, không chung chủ",2.5,25.0,Tân Bình,Hồ Chí Minh,11/05/2019  
1453104,"Cho thuê phòng trọ cao cấp 40 m2, phường Phước Long B, Quận 9, Tp.HCM",3.5,40.0,Quận 9,Hồ Chí Minh,22/05/2019 
1453249,Phòng trọ cho thuê ở phường 10 quận Gò Vấp,3.5,35.0,Gò Vấp,Hồ Chí Minh,23/05/2019 
1453720,"Phòng trọ an ninh giá rẻ tại đường Minh Phụng quận 11 giá 1,5 triệu",1.5,12.0,Quận 11,Hồ Chí Minh,25/05/2019 
1453914,"Cho thuê phòng trọ cao cấp, miễn phí Wifi + TH cáp + máy giặt",3.5,15.0,Tân Bình,Hồ Chí Minh,25/05/2019 
1453984,"Phòng Đẹp Mới Xây Cho Thuê, Có Gác Lửng, Tiện Nghi Đầy Đủ - Đường Huỳnh Tấn Phát, Quận 7",3.5,23.0,Quận 7,Hồ Chí Minh,27/05/2019 
1454137,Phòng trọ dịch vụ Thích Quảng Đức-Phú Nhuận diện tích 20m2,4.5,18.0,Phú Nhuận,Hồ Chí Minh,27/05/2019 
1454144,Phòng trọ dịch vụ Thích Quảng Đức-Phú Nhuận diện tích 18m2,4.5,18.0,Phú Nhuận,Hồ Chí Minh,27/07/2019 
1454273,Phòng trọ cho thuê Thích Quảng Đức-Phú Nhuận diện tích 20m2,4.5,18.0,Phú Nhuận,Hồ Chí Minh,28/05/2019 
1454309,"Phòng trọ Gò Vấp, sạch sẽ, BAN CÔNG, MÁY LẠNH",2.5,25.0,Gò Vấp,Hồ Chí Minh,28/05/2019 
1454332,"Cho thuê phòng trọ full nội thất, có thang máy tại quận 7,giá từ 3,5tr",3.5,19.0,Quận 7,Hồ Chí Minh,28/05/2019 
1454710,"Cho thuê phòng trọ 1,2tr/tháng đường đội cung quận 11",1.2,20.0,Quận 11,Hồ Chí Minh,29/05/2019 
1454896,Phòng trọ ngay trung tâm quận 1 thoáng mát sạch sẽ ,1.0,45.0,Quận 1,Hồ Chí Minh,30/05/2019 
1455017,Cho thuê phòng trọ 24m2 đầy đủ tiện nghi giá tốt.,2.1,30.0,Bình Tân,Hồ Chí Minh,30/05/2019 
1455722,Cho thuê phòng trọ quận 5 trung tâm thành phố diện tích 5m2 ,1.0,5.0,Quận 5,Hồ Chí Minh,03/06/2019 
1455775,Cho thuê phòng đẹp mới tại Lê Văn Sỹ Quận 3,4.5,30.0,Quận 3,Hồ Chí Minh,03/06/2019 
1456126,"Cho thuê phòng trọ tại quận Gò Vấp, phòng sạch sẽ, thoáng mát 2tr5/tháng ",2.5,20.0,Gò Vấp,Hồ Chí Minh,04/06/2019 
1456799,"Cho thuê phòng trọ thoáng mát, rộng rãi ở Củ Chi",0.9,20.0,Củ Chi,Hồ Chí Minh,07/06/2019 
1456901,"Nhà trọ cho thuê giá rẻ 163/12/7y Tô Hiến Thành, ở được 3-4 người, giờ tự do không chung chủ có chỗ để xe trong nhà.",3.5,25.0,Quận 10,Hồ Chí Minh,08/06/2019 
1456904,"Nhà trọ cho thuê 471A Cách Mạng Tháng 8, P13 giá rẻ-PHÒNG -CÓ MÁY LẠNH.",3.0,30.0,Quận 10,Hồ Chí Minh,08/07/2019 
1457037,"Cho thuê phòng 40m2 giá 3tr/2người, 86b/14 đường Trần Bình Trọng, Phường 1, quận 5, Hồ Chí Minh",3.0,40.0,Quận 5,Hồ Chí Minh,09/06/2019 
1457261,"Cho thuê phòng đầy đủ tiện nghi, trung tâm Q3, giá 7 triệu/tháng.",7.0,20.0,Quận 3,Hồ Chí Minh,10/06/2019 
1457460,"Cho thuê phòng trọ đường Bình Lợi phường 13, quận bình thạnh",2.0,14.0,Bình Thạnh,Hồ Chí Minh,11/06/2019 
1457518,Nhà trọ Quận 8 an ninh yên tĩnh gần trung tâm diện tích 17m2,2.2,17.0,Quận 8,Hồ Chí Minh,11/06/2019 
1457533,"Cho thuê phòng trọ (3 Tháng 2 & Nguyễn Tri Phương, Q10)",2.6,18.0,Quận 10,Hồ Chí Minh,12/06/2019 
1457667,"Cho thuê phòng trọ 53b/17b Trần Khánh Dư, quận 1, chỉ 3 triệu/tháng",3.0,20.0,Quận 1,Hồ Chí Minh,12/06/2019 
1457876,"Cho thuê phòng trọ cao cấp mới xây xong tại 749/35 Huỳnh Tấn Phát, P.Phú Thuận , Quận 7, TPHCM ",3.7,16.0,Quận 7,Hồ Chí Minh,13/06/2019 
1458223,Phòng mới sạch đẹp 2tr2 có sẵn nội thất trong chung cư Belleza,2.2,12.0,Quận 7,Hồ Chí Minh,14/06/2019 
1458328,"Phòng cho thuê cao cấp, tự do, tiện nghi trung tâm quận 3 dành riêng cho người phong cách",3.0,20.0,Quận 3,Hồ Chí Minh,15/06/2019 
1458471,"Cho thuê phòng Đường Đinh Tiên Hoàng, P.3, Q.Bình Thạnh",2.5,12.0,Bình Thạnh,Hồ Chí Minh,15/06/2019 
1458917,"Cho thuê căn hộ mini đường Dương Bá Trạc, Q.8, full nội thất, giá rẻ",6.0,28.0,Quận 8,Hồ Chí Minh,18/06/2019 
1459107,"Cho thuê Phòng tiện nghi Đường Đinh Tiên Hoàng, Q.Bình Thạnh",2.5,12.0,Bình Thạnh,Hồ Chí Minh,19/06/2019 
1459142,"Chính chủ cho thuê phòng 38m2, mặt tiền Lý Văn Phức, Quận 1.",4.0,38.0,Quận 1,Hồ Chí Minh,19/06/2019 
1460158,Phòng trọ quận 10 đường CMT8 (gần sân khấu Lan Anh),3.0,25.0,Quận 10,Hồ Chí Minh,24/08/2019 
1460456,"Cho thuê phòng trọ Bùi Văn Ba, P. Tân Thuận Đông, Q7, TP HCM",2.5,30.0,Quận 7,Hồ Chí Minh,25/06/2019 
1460624,Phòng trọ đầy đủ nội thất Quận 7 - gần Phú Mỹ Hưng (mới 100%),5.5,40.0,Quận 7,Hồ Chí Minh,28/02/2020 
1460791,"Cho thuê phòng trọ, hẽm 18, đường 8, P. Linh Xuân, Thủ đức, Tp. HCM",1.2,12.0,Thủ Đức,Hồ Chí Minh,26/06/2019 
1460794,"Cho thuê phòng trọ giá rẻ, diện tích 21m2 Ở Quận 3, TP. HCM",3.0,21.0,Quận 3,Hồ Chí Minh,26/06/2019 
1460910,"Cho thuê phòng trọ đường Ngô Chí Quốc, phường Bình Chiểu, quận Thủ Đức, Hồ Chí Minh",2.5,22.0,Thủ Đức,Hồ Chí Minh,27/06/2019 
1461055,Phòng trọ quận 7 25m2 gần trung tâm thể dục thể thao quận 7,2.8,25.0,Quận 7,Hồ Chí Minh,27/06/2019 
1461594,Phòng trọ an ninh thoáng mát huyện Nhà Bè Đào Sư Tích,1.8,24.0,Nhà Bè,Hồ Chí Minh,30/06/2019 
1461610,Cho thuê phòng 7 phút tới đại học tôn Đức thắng q7,2.5,32.0,Nhà Bè,Hồ Chí Minh,30/06/2019 
1462422,"Chỉ còn 2 phòng mặt tiền Phú Nhuận full nội thất giá 5,5 triệu.",5.5,30.0,Phú Nhuận,Hồ Chí Minh,03/07/2019 
1462811,"Cho thuê phòng trọ mới, sạch sẽ, tiện nghi tại phường 7, Gò Vấp,giá rẻ",5.0,40.0,Gò Vấp,Hồ Chí Minh,05/07/2019 
1463077,"Cho Thuê Phòng Riêng Trong Căn Hộ Chung Cư CBD, Quận 2, 3.000.000đ/tháng",3.0,25.0,Quận 2,Hồ Chí Minh,06/07/2019 
1463154,"Cho thuê phòng trong nhà nguyên căn, giờ tự do",3.0,40.0,Bình Tân,Hồ Chí Minh,06/07/2019 
1463288,Cho thuê phòng trọ quận Tân Bình sát trường Đại học Văn Hiến,2.5,20.0,Tân Bình,Hồ Chí Minh,08/07/2019 
1463638,"Chính chủ cần cho thuê phòng riêng tại Tôn Thất Tùng, Q.1, TP. HCM.",5.0,20.0,Quận 1,Hồ Chí Minh,09/07/2019 
1463721,"Cho thuê phòng trọ mới đường Trần Bình Trọng, P5, Bình Thạnh,từ 3tr/th",3.0,15.0,Bình Thạnh,Hồ Chí Minh,09/07/2019 
1464707,Cho thuê phòng trọ Gò Vấp 18m sạch sẽ thoáng mát ,1.7,18.0,Gò Vấp,Hồ Chí Minh,13/07/2019 
1464886,"Cho thuê phòng trọ cao cấp, DT:25-35m2, với đầy đủ tiện nghi, đường Vườn Lài, Q12, Lh 0967813059",2.5,25.0,Quận 12,Hồ Chí Minh,14/07/2019 
1464901,Phòng sạch sẽ cao cấp cho thuê khu vực Tân Bình - Tân Phú,3.0,18.0,Tân Phú,Hồ Chí Minh,14/07/2019 
1465621,"Cho thuê phòng mới đẹp Đào Duy Anh, Phú Nhuận 27m2",5.0,27.0,Phú Nhuận,Hồ Chí Minh,02/11/2019 
1466015,Tìm 1 nữ ở ghép phòng trọ bên trên spa gần đường Cộng Hoà,1.0,14.0,Tân Bình,Hồ Chí Minh,19/07/2019 
1467022,Phòng trọ mới xây gò vấp giá thương lượng ưu tiên sinh viên công nhân ,2.0,12.0,Gò Vấp,Hồ Chí Minh,23/07/2019 
1467240,"Cho thuê phòng trọ tại Trần Đình Xu, Quận 1, Tp.Hồ Chí Minh",1.8,22.0,Quận 1,Hồ Chí Minh,23/07/2019 
1467344,"Chính chủ cho thuê phòng tiện nghi, sạch sẽ tại Trần Văn Đang, TP HCM.",3.1,18.0,Quận 3,Hồ Chí Minh,24/07/2019 
1467425,"Cho thuê phòng trọ đẹp có ban công, giờ giấc tự do",2.8,22.0,Tân Bình,Hồ Chí Minh, 24/07/2019 
1467521,"Cần cho thuê phòng, nội thất cơ bản, sạch sẽ tại Nguyễn Hữu Cảnh, HCM",5.0,20.0,Bình Thạnh,Hồ Chí Minh,24/07/2019 
1468403,"Tuyển 2 nữ ở ghép ngay quận 8, phòng rộng thoáng mát, giá cá hợp lí",3.5,30.0,Quận 8,Hồ Chí Minh,27/07/2019 
1468996,"Phòng trọ 2tr./tháng, P. An lạc, Q. Bình tân, gần Đại lộ Võ Văn kiệt.",2.0,28.0,Bình Tân,Hồ Chí Minh,19/06/2020 
1469085,Cho thuê phòng trọ cạnh ĐH Tôn Đức Thắng diện tích 45m2 giá 6tr/tháng,6.0,45.0,Quận 7,Hồ Chí Minh,29/07/2019 
1469655,"Cho thuê phòng trọ 104 đường Trần Thị Nghĩ, Phường 7, quận Gò Vấp, Hồ Chí Minh",3.0,25.0,Gò Vấp,Hồ Chí Minh,01/08/2019 
1469958,"Chính chủ cho thuê phòng sạch sẽ, khép kín, CMT8 Tân Bình, TP HCM.",2.8,20.0,Tân Bình,Hồ Chí Minh,02/08/2019 
1470392,Phòng trọ Quận Phú Nhuận 21m² bao điện nước,3.5,21.0,Phú Nhuận,Hồ Chí Minh,03/08/2019 
1471122,"Cho thuê phòng trọ đầy đủ nội thất quận 7 diện tích 18m2 giá 4,5tr/tháng",4.5,18.0,Quận 7,Hồ Chí Minh,07/08/2019 
1471247,Cho thuê phòng quận 3 trần quang diệu an ninh và sạch sẽ,2.8,15.0,Quận 3,Hồ Chí Minh,07/08/2019 
1471749,Cho thuê phòng trọ mới cực đẹp giá rẻ tại gò vấp diện tích từ 25m2,3.5,25.0,Gò Vấp,Hồ Chí Minh,09/08/2019 
1473878,"Tìm bạn nữ ở ghép - 103 Đường số 53, Phường Tân Quy, Quận 7, TPHCM",1.3,30.0,Quận 7,Hồ Chí Minh,19/08/2019 
1474622,Cho thuê phòng khu vực gần công viên nằm trong hẻm diện tích 17m2,3.0,17.0,Tân Bình,Hồ Chí Minh,21/08/2019 
1475895,"Cho thuê phòng cao cấp, full nội thất, Đường D1, Bình Thạnh, giá tốt",5.0,30.0,Bình Thạnh,Hồ Chí Minh,27/08/2019 
1477792,Cho thuê phòng và căn hộ dịch vụ gần ngay đại học HUTECH,6.0,25.0,Bình Thạnh,Hồ Chí Minh,04/09/2019 
1478249,Hãy đến với GEN Co - Living Space để trải nghiệm sự đẳng cấp,2.0,50.0,Quận 7,Hồ Chí Minh,05/10/2019 
1478477,"Phòng trọ cho thuê,giá 1tr6/tháng.phòng riêng,mọi sinh hoạt riêng",1600000.0,16.0,Gò Vấp,Hồ Chí Minh,06/09/2019 
1478866,Cho thuê phòng trọ 18m2 trung tâm quận 10,2.5,18.0,Quận 10,Hồ Chí Minh,07/09/2019 
1478928,"Cho thuê Ktx đường Đinh Bộ Lĩnh, Phường 26, quận Bình Thạnh, Hồ Chí Minh",1.1,8.0,Bình Thạnh,Hồ Chí Minh,08/09/2019 
1479342,Cho thuê phòng đẹp trung tâm quận 3 giờ giấc tự do,4.0,20.0,Quận 3,Hồ Chí Minh,09/09/2019 
1479914,Phòng trọ cho thuê đường nguyễn ảnh thủ quận 12- hồ chí minh,1500000.0,18.0,Quận 12,Hồ Chí Minh,11/09/2019 
1480092,"Cho thuê nhà nằm trên đường Ngô Quyền phường 12,quận 5, ngay ngã tư Ngô Quyền –Nguyễn Chí Thanh",3.0,45.0,Quận 5,Hồ Chí Minh,11/09/2019 
1480093,"Cho thuê phòng quận 5, yên tĩnh , sạch sẽ , khu an ninh",6.5,32.0,Quận 5,Hồ Chí Minh,11/09/2019 
1481538,"Phòng Trọ Cho Thuê 18-24m, Sạch Sẽ, Thoáng Mát, Gần Chợ",3.0,18.0,Nhà Bè,Hồ Chí Minh,17/09/2019 
1482101,Căn hộ cho thuê ở quận 5 full nội thất giá rẻ,7.0,30.0,Quận 5,Hồ Chí Minh,18/09/2019 
1482102,Căn hộ 30m2 quận 5 đầy đủ tiện nghi thoáng mát,7.0,30.0,Quận 5,Hồ Chí Minh,18/09/2019 
1483170,"Cần cho thuê phòng có WC riêng+Máy lạnh+Thang máy chỉ 4.5tr/th trong KĐT Vạn Phúc, QL13",4.5,30.0,Thủ Đức,Hồ Chí Minh,21/09/2019 
1483373,Cho thuê phòng cao cấp đầy đủ tiện nghi quận bình thạnh,4.0,20.0,Bình Thạnh,Hồ Chí Minh,22/09/2019 
1483385,"Phòng cho thuê giá 2,8 triệu, gần Âu Cơ, Khuông Việt",2.8,23.0,Tân Phú,Hồ Chí Minh,22/09/2019 
1483563,"Cho thuê phòng đường số 3, quận 7, full nội thất.",5.0,30.0,Quận 7,Hồ Chí Minh,23/09/2019 
1484197,Chi thuê phòng trọ giá rẻ ful nội thất giá rẻ,3.5,25.0,Tân Bình,Hồ Chí Minh,24/09/2019 
1484467,"Phòng trọ 1,6tr cho nữ thuê bao điện nước .",1.6,10.0,Quận 7,Hồ Chí Minh,25/09/2019 
1484526,"Phòng cho thuê cao cấp, tự do, tiện nghi đầy đủ dành cho người có đẳng cấp ngay trung tâm gò vấp",3.7,20.0,Gò Vấp,Hồ Chí Minh,25/09/2019 
1484700,"Tìm nữ ở ghép ngay trung tâm gò vấp, phòng đẹp giá tốt",1.2,20.0,Gò Vấp,Hồ Chí Minh,26/09/2019 
1485679,Tìm nữ ở ghép trong nhà nguyên căn ở quận 1,1.5,150.0,Quận 1,Hồ Chí Minh,28/09/2019 
1485805,"Phòng sạch sẽ, yên tĩnh tại La Maison de Lumière, Q.7",4.3,20.0,Quận 7,Hồ Chí Minh,29/09/2019 
1485920,Phòng trọ nữ ở ghép quận Phú Nhuận (2 người) - 2 triệu/1 phòng - khoảng 1.150k/NGƯỜI,1.15,15.0,Phú Nhuận,Hồ Chí Minh,30/09/2019 
1486033,Cho thuê căn hộ mini Đường Võ Di Ninh - Bình Thạnh,7.0,30.0,Bình Thạnh,Hồ Chí Minh,30/09/2019 
1486883,"Cho thuê phòng đường Cộng Hòa, Phường 4, quận Tân Bình, Hồ Chí Minh",3.5,30.0,Tân Bình,Hồ Chí Minh,02/10/2019 
1486924,Căn hộ Studio cao cấp Sư Vạn Hạnh - Quận 10,7.5,40.0,Quận 10,Hồ Chí Minh,02/10/2019 
1486927,Cho thuê Studio cao cấp tại Trương Quốc Dung - Phú Nhuận,7.0,30.0,Phú Nhuận,Hồ Chí Minh,02/10/2019 
1486929,"Cho Thuê Căn Hộ mini cao cấp tại Phú Nhuận, Full nội thất, ban công thoáng mát",8.0,30.0,Phú Nhuận,Hồ Chí Minh,02/10/2019 
1487264,"Cho thuê căn hộ chung cư Giai Việt – Quốc Cường, Diện tích:78m2, giá 12tr/th",12.0,78.0,Quận 8,Hồ Chí Minh,03/10/2019 
1487334,"Cần cho thuê phòng ở rộng 12m2, Quận Gò Vấp",1.3,12.0,Gò Vấp,Hồ Chí Minh,03/10/2019 
1487751,"Phòng cho thuê miễn phí giặt, dọn phòng Nguyễn Đình Chính, Phú Nhuận",8.5,40.0,Phú Nhuận,Hồ Chí Minh,04/10/2019 
1487756,"Cho thuê phòng có dịch vụ giặt và dọn phòng miễn phí ở Nguyễn Đình Chính, Phú Nhuận",8.5,40.0,Phú Nhuận,Hồ Chí Minh,04/10/2019 
1487937,Cho thuê căn hộ Full Nội thất tại đường 3/2 Quận 10,8.0,40.0,Quận 10,Hồ Chí Minh,04/10/2019 
1487979,Cho thuê nhà trọ Quận Bình Thạnh phường 11,3.0,26.0,Bình Thạnh,Hồ Chí Minh,04/10/2019 
1488262,"Cho thuê phòng trọ cho sinh viên (Nữ),và người đi làm (Nữ), Quận 6",1.2,11.0,Quận 6,Hồ Chí Minh,05/10/2019 
